review_profilename,user_encoded
BarleyBoz,638
greggdogg,11886
pb9617,15622
munro78,14959
daburtman,10284
mjarosz,14649
AdvocateFan,247
HomerSimpson742,3331
kbraniga,13407
Bighead6365,1026
monkaass,14776
alephilmac,8057
kwc017,13713
lagermanny,13740
beerayrton,8600
joel77,13032
csgreen,10189
Gtheroux,3104
imasickboy,12388
OpIvy,5393
GabesAles,2860
mikejc,14559
scoates,16650
Hawoh,3218
Loftarasa,4480
kelvarus,13462
Cord018,1829
GBalbin,2827
sgtpepper420,16795
drinkalot123,10885
JoeMertens,3922
Cru,1905
moester13,14762
mcerka,14341
drunkenmonk,10937
whitestag,18486
Nucleozoid,5300
AZbelgian,192
speaker,17187
paulaner,15593
ss454,17247
gab351,11580
barleywhine08,8462
crazyfred,10146
theerlking,17746
jjohnson,12905
kwiik,13715
Pitmonkey,5656
Hops67,3414
dankman38,10342
diego,10640
dannon71,10349
skye,16988
olldogg,15413
exlex,11292
HoppyMonkey,3407
mot2614,14820
ehorn13,11123
urokosaki,18226
BurgerJones,1437
CardinalBrewing,1581
markb,14170
HAB,3136
Mike191,4883
thebarracuda,17719
TOMHONE,6916
MaryS80,4730
elars,11143
wke4estguy,18547
BrSpiritus,1214
JayHill,3787
tomParis,17966
kizzypuppy,13574
LPcreation,4315
mhillard,14495
PopScene,5698
jarraine1980,12585
Gaben,2859
cardwel1,9595
delmet,10556
BeersAroundWorld,882
OliverTweek,5371
btbkorn,9424
Pingotas,5639
mrdrinkypants,14863
makoshark,14103
carregado,9609
NickLovesBeer,5231
qbushido,15985
Jeriacor,3843
BarleyStud,640
bled,9032
jodyanthony,13011
OldRaysputin,5359
puckjer,15955
DuncanIdaho,2405
jhubeifc,12852
Ashmada,463
orz,15487
wilkowski,18499
DaveCS,2109
Broombrew,1357
Bi0hazrd,952
mikepreed,14569
danielplainview,10337
shoop12,16865
captainjferjado,9589
ChrisWashington,1724
wca005,18411
fischerr3,11418
Ragedman,5842
J4de,3627
WesM63,7644
SAABtech,6166
timus19,17887
bmeyer,9076
ipaequalslove,12446
zacarias,18750
poriggity,15876
stanley123,17273
Nichts,5224
markas101,14169
mightymoksha,14539
silverlabel101,16909
groganb,11907
keplertronics,13487
hixsonj,12125
Kmosiman,4242
johnnymoto,13084
unitas3,18215
Superbeerguy,6834
galante27,11592
sanjosey19,16557
gonzogambler,11800
DeliriumDuck,2160
ZotDuivel27,7827
jwweaver77,13338
Dennycurr,2168
ehoyme,11124
frankburp,11509
coffeebeing,10021
Sneevel,6592
goodheflover1280,11807
roguetester,16364
Pundarquartis,5772
LoadedSchells,4474
Kc12349,4138
Ruination2007,6115
godless1one,11779
michaelpcarney,14513
hughjohnson,12268
suelpen,17433
EruditeWizard,2569
Wronsky,7743
TinPigeon,7254
sirsteve42,16932
spanky167,17179
truncated,18074
ubernetizen,18167
NLtex,5141
Haunter,3210
vondew45,18333
rodeloper,16351
DieselSnorter,2202
JWFokker,3721
dutchboognish,11000
kpw1000,13653
DrZarkov,2331
esprit,11249
arghbowl,8258
desiderius,10582
BinaryBeer,1048
billiumk,8944
Philipp,5601
larstheberserk,13777
DionysusII,2214
shakercuda,16803
Crowls,1904
martyyy1,14199
office888,15375
TheBeerWatcher,7047
ABrewOrTwo,148
TheCyturn,7068
BluesDaddy,1122
bwhite105,9512
SimmoGee,6496
ArcadeArson,421
bonk420247,9153
chsanders,9878
timconnel,17865
tdt560,17617
danielcc,10333
vtrim,18345
Injemanze,3579
Jbino34,3807
tdubbydub,17618
JohnMeinhardt,3949
evolbob,11282
ttfreek,18088
mvasilis,14985
cdog3,9687
Dmorrison,2235
slimspady,17020
beerboy21,8608
BeerMandS,792
clockwerk,9980
Allcor,331
turbocactus,18103
johndakar,13063
duracell,10993
markbatonrouge,14173
Thevenin,7189
mjrtoo,14675
Claudehenrysmoot,1764
Bejogle,900
sammartin68,16541
Paul68,5529
jordanmills,13124
AARomanov,137
604growler,97
shortysdude285,16869
mfabian12,14461
tylerss20,18150
dmad50,10720
gerrytripel,11683
DaftBrew,2024
BJCPCO557,550
thestuff,17804
sedapuda,16742
dardan,10369
IdleAaron,3527
R0man,5799
brandonc,9225
requiem960,16183
ylivakkuri,18713
ChiPool,1683
Seanv,6367
drumnjake,10932
GoatRoyal,2973
richtersf,16226
Chuggnutt,1739
burningrome,9482
Craboo,1858
prefont75,15904
JugglerPeter,4028
corporatejim,10079
mustolense,14979
beerlyhere,8687
GeeL,2904
pluto,15822
wwchamberlain,18616
ManforallSaisons,4689
ffboooboo,11391
WWbrewfan,7588
donnyw,10790
Soybomb,6641
McGowan,4790
BeerOnTheWall,816
ncmussell,15089
Andy1618,385
ELDAVIS69,2444
CultureJamMN,1924
Waltman,7605
jasonm,12596
DrinkbythePond,2359
Stanhagen,6703
terrapinfan88,17658
MrThursday,5057
ozzyfan97,15516
butti001,9496
tankg,17551
Dajtai007,2028
jeffbearer,12753
jbbjr0387,12645
scanny79,16603
oktorberfest101,15393
okieredneck,15391
Kevin400,4182
dditto2,10501
2girls1hop,57
leonjenks,13841
rumguzzler,16447
Roy3268,6101
bthomas46,9426
Sheeeeeeep,6433
cwok1980,10245
BrewskiBanks,1313
NJJereme,5138
dylanrossi,11030
bigfurrynutz,8898
bordsox,9169
subie1011,17425
WeaponTheyFear,7622
TimHoss,7245
Cabadrin,1524
cooperrip,10063
BColton1,530
GhettoFabulous,2930
HopStoopid120,3382
Brewtr0n,1320
Aggie69143,260
bkeck33,8990
kpmule,13651
CherylM,1681
cactusjuggalo,9530
wattly,18401
therobot,17796
nonstick,15263
JoshJayne,4005
mikel5489,14565
OtherMillerTime,5418
mjaquillard,14648
Hopstout,3426
Crass3000,1871
mnbrewery,14737
kruse,13675
MarkD,4715
svendryden,17491
RRC87,5826
rbennett0,16098
SebastianBock,6373
mkostuch,14699
MetalandBeer,4842
DukeKensington,2400
311kevin,65
DMBoSox11,1981
Bitzy,1068
shieldsy,16843
Sperzel,6659
jenama,12775
artvandelay,8285
bimish,8957
ruck304,16429
blklab2007,9045
TenEighty,6998
crizmo2352,10162
mikeepeck,14555
HopHeadHurls,3358
chesterspot,9803
MedicineMan,4817
Glazed144,2958
jowilant,13156
beace,8544
kstoltz,13687
ihoffman,12369
jthomp000,13261
mound909,14826
Kickass,4192
sartoric,16570
grssmnperez,11916
verge,18278
Givemesome,2954
Canibacea,1548
PhillaTheSpilla,5602
UpNorthLager,7472
whiskeysoda,18478
babywhooper,8396
kgs,13522
sloambbr,17027
Estranged,2580
beejayud,8583
blynes75,9069
ButlerBeerworks,1450
LaChaBennDotcom,4326
ajbick,7993
BasementBrewerSF,663
isleroyale,12482
Craibcr,1866
mattbell,14241
luecke23,14006
Draughted,2335
JDew,3662
ECioffoletti,2437
Fadefury,2642
kganti1,13518
Symphonic,6873
skempen,16961
JBMorrissey,3641
guitaristshad,11947
mchodge13,14346
IanH84,3512
Church89,1745
Farrell,2653
JWolf,3723
uconnroller,18173
jpschouest,13183
UndeniableMalt,7461
BrandonB,1230
BlueBill,1112
waxworm,18405
TMinton22,6913
ltwhiskers,14000
trolinc,18060
brewshakes,9316
LagerMan,4340
lsrose,13997
GrinNBeerIt,3083
zackmoney,18758
lwootton,14032
burcher,9472
bornridiculous,9170
2KHokie,52
StaleBeerFart,6699
sorryaboutbrooks,17146
zornbeast,18814
steelscarab,17303
Ryan4,6144
AppalachianTrout,411
emersonlane,11182
jscottku21,13218
thekinge,17769
sevenredrabbits,16777
pbecsu2008,15624
thezenkeeper,17814
rolle,16372
neobob187,15126
acbpharm,7885
bjamin,8984
awesomefabulous,8368
JeTToBOyzInc,3816
Perkyanda,5571
Blindfolk,1101
Nubster,5296
SimpleM,6499
HerculesRM,3252
crass751,10134
Gumbafish,3116
aaronbeach69,7850
wilbrew,18496
PoorArtist,5694
IndustrialCanine,3570
hube,12263
gatorguy813,11621
BeerB4Water,734
drinksalotofbeer,10895
jlipski,12941
Clickerstein,1774
Torch,7309
mi6234,14501
Bessie113Life,939
preshamilton,15906
williamt,18510
jakdracula,12545
hkm666,12126
24Beer92,47
Emerging1,2529
BYO123,584
mightymalt97,14538
Butch,1448
scoot1979,16657
jps40,13182
nectarkeeper,15107
Grass,3036
Conqueror,1815
dalherring,10302
DrJ,2318
SandieBeaches,6279
LAWDAWG,4306
AhabFlanders,265
Beerdawg1568,855
nihiloexnihil,15206
exodus1369,11293
kola,13630
loweball727,13987
Csantoi,1915
LestatSabastian,4411
JoeST,3930
beermanWV,8694
HeadE,3227
Peconic,5550
lespaul006,13844
skibumma70,16968
bradley0114,9213
lowgear,13989
phenoumenal,15708
Nycko,5309
solus5899,17127
chipaway,9838
Theredtroweller,7188
matylight,14285
bolerosanchez,9142
cdmastro,9685
kldobbins,13589
mwrecording,15003
FireEmt37,2698
Godard,2979
jeff5451,12751
PoppyParthenonE,5706
clarkkr,9939
mithunc,14637
carpecervesi,9606
boynabubble,9198
BeerTrader,836
GLM0011,2842
GrimGuzzler,3080
Jhandy,3877
oomir11,15453
lefchr051,13824
cwocasio,10244
Sebletitje,6374
tiffanya,17852
viperpiper522,18311
AvidAvatar,497
BruinsFan71,1370
himmelhuber,12118
spaciorek,17177
veachster,18268
BEERANDNOW,535
iloveyani,12381
oneeyedhoolie,15435
rpgman456,16402
timbeer,17863
gab2409,11579
doppelbocker971,10804
Skeeter206,6532
saradad,16564
HighGravityBrews,3280
schiaveto,16621
cervezango,9709
bumblesouth,9463
cbrown1,9662
v8americanpower,18244
BeerNation19,809
MrWiggles,5062
Bradthoc,1222
Timdean1964,7250
Burdman,1435
mjgoode33,14661
micro108,14520
BingDings,1049
jaschones,12589
graphia,11852
houdini,12248
Brazedowl,1242
melomel,14429
Mozz74,5010
chriskq,9860
tofulegend,17962
tazziedevil,17580
rhythmpirate,16216
ryanj87,16488
itp,12500
danieltothemax,10339
hulmanite,12271
ChimayMayDay,1695
shaunivan,16823
ant5431,8207
Valarauko,7491
KimenTshom,4208
blacklabel67k,9015
TaekwonDylan,6942
Daddy1,2019
BBBosco,520
GNR4life2,2844
kazmaniac,13397
jester27lax,12807
stoutmasterjames,17387
chuckq,9884
froggiestomp13,11536
BoozeHound81,1182
dbals,10448
abtcabe,7882
Shikitohno,6441
mongee,14773
Hawktane,3217
Bacong,595
PintGlass,5640
djamestc,10687
jaytwo,12625
bierkoning,8860
josh07039,13133
Kierkegaardian,4201
tfrench8985,17677
AlesALot,303
BryantTheOgre,1382
bikehorn,8933
americanwolfdrea,8137
Hauguinness,3209
tlnc2006,17930
Hatch,3203
TehJon,6992
dyingwrist,11027
Monk67,4969
dmk139,10731
minzbigg,14611
Jagcorps,3739
brvijay,9402
TimWeizen1,7248
timmytootimes,17879
kimber45acp,13542
korektphool,13643
ndubs360,15101
jeffsket,12766
Rossi,6095
drewy813,10877
moderndrunkard,14759
TripelHunter,7351
zee3are0,18783
Beeronist,877
bitterking,8978
nghab,15152
futurefjp,11573
Hawkfish,3216
argon,8260
Manxguy,4698
grhm,11899
goodonezach,11808
603BeerMe,96
kdpine,13431
michaelgulden,14511
dcoux09,10485
letsgowhalers,13855
beerich,8663
BrewMasterG,1272
manofmanners,14140
ohiokly78,15382
Amberdog,347
HarmAndKillABrew,3195
TheSSG,7152
mongodestroy,14774
cdcarresq,9681
aforwark,7958
Hazer115,3226
Jimehboo,3890
B0bD0bbselbock,510
azazel,8384
badlydrawnbeauty,8410
jbierling,12654
ExpertAndrew,2608
cooperkeg,10062
timherremans,17869
HiLLWiLLiam,3274
RJBeverage,5814
brewkrew,9297
detroiter,10586
crenegar,10153
MarvinTheMarzen,4728
dwdhoppy,11018
jfrank85,12821
morebeerNOW,14807
wheatman106,18473
paskinsj,15567
Poorpatz,5696
danpanik,10358
jda007,12705
Midfielder,4875
dEM1972,10277
Auspice,485
imploded,12399
ghebb,11706
Pete0403,5576
HeavyG,3236
hokies1999,12149
jeffbrister,12755
TylerAddisonJ13,7412
HarleyGirl,3192
trickdaddy,18048
eztommyd,11310
tmurph24,17940
chinesebandit,9836
toastdog,17946
comingbackdown,10043
enigmattic122,11202
NoTearsInMyBeer,5260
morc,14806
KrupaTroopa,4279
spiffysamurai,17201
mogul37,14764
calebmills,9543
les1721,13842
dteal1,10957
OkiDevil,5350
bluesfan1181,9062
GrillMeister,3079
cowboy9from0hell,10096
CoronaADAMS,1833
nullforge,15330
TheDragonTony,7078
vermeu25,18281
HopHog22,3371
fretspyder68,11530
beerhawk,8660
CorbinB,1828
jrehmert,13196
Homebrew63,3324
codhole,10016
beersalesman,8717
jxg948,13339
vader,18246
S7R4nG3,6165
DarkBeerRuler,2086
elbowone,11144
tanstaafl28,17554
TheMUBM,7123
omar,15421
trachy314,18003
gargonz,11605
wolf26,18563
annatar,8202
MattFrenzy,4747
wbickerton,18408
JAL67,3630
Samadamsfan2,6261
Finster,2697
DollarCan,2268
rdpoint,16114
Bigboyash73,1022
SteveDavies,6733
hophead1901,12190
JxDuff,4055
dfunkadillio,10609
Aphexwolf,409
jspooner,13241
linusbwell,13895
joesc230,13045
beltyrion,8763
lanechaffin,13761
mnjeff,14741
Metallix6403,4843
joshotron,13143
TtheGrey,7379
jrsully77,13208
PistolCreep,5654
TheMightyGUEST,7129
Maltoftheearth,4672
OldRaspi,5358
ch473,9728
Jackinape,3734
AgentDark,256
danneckar,10348
dcxxray,10491
bwieckert,9514
paleale40oz,15535
Platinum88,5662
Brewingbanjos,1294
Nobody420,5262
ssavon66,17250
DudleyRose,2390
BlueRibbonBeer,1118
vtisme,18343
letsgoblue89,13851
kcopelan002,13416
IPAkindaguy,3499
jazer,12631
brewmandan,9300
bevmogreenshirt,8819
dpkpr,10839
flipshevanel,11449
Socrates68,6609
axxis64,8379
munsonshole,14960
cardinal25,9594
DanHefeweizen,2045
vagreek,18248
qmainracing,15989
JohneHoodlum,3958
beerwho,8739
philibum13,15723
benwiley,8794
NYbeerwolf,5157
beerdavis,8623
Gutensheisse,3128
xensure,18635
zeapo,18779
Hovellord,3443
bgarrity,8829
PepitoneConQueso,5566
TYVP,6935
mutd8710,14980
gmc234,11751
udrick,18176
plynthe,15823
cixelsydima,9909
douglasbarbin,10826
sagito327,16523
mtrctyjoe,14933
aelthwin,7937
ghunterck,11715
AbiesIrishRose,204
megsue82,14414
pkpdogg,15803
Eris48,2561
kenkochiss,13470
dashmartino,10393
Ackman,221
kw24ever,13710
TATURBO,6878
Springdogg,6676
weylinfidler,18459
2late2brew,58
surly1987,17482
cardigan,9593
RoterTeufel,6096
mhexum,14494
Kenny411,4169
gillis,11725
cmcclung8,9988
Sloth,6564
MetalBoozingBen,4840
supertrirunner,17472
dough,10824
themilkman01,17778
sm0key,17044
porcelli426,15875
sportscrazed2,17220
Akerris,275
scarfacecrowe,16604
capps24,9584
AxidentProneAndy,502
nickspagnolo,15188
Kc4shore,4139
IrishRacer,3606
Bckpckr,685
hoeferweisen,12141
stephadelphia,17313
Grimes,3081
rdesisto,16111
grahambo,11844
drumstik,10935
RugbyBeerRepeat,6113
Dargath,2080
grubas,11918
zassenhausen,18772
amtriska,8151
rgdgerard,16200
dmtaylor,10738
boutleg32,9187
Tarheels4life,6964
annawees,8203
Psydrith,5759
moosemoose,14799
Philmagnifico,5613
tvazteca,18117
Whobody,7675
TheJones,7106
newsage,15144
TerrenceOBrien,7011
trock355,18057
afacini,7945
bruningmd,9396
Hunterbrewhaha,3458
Smokehouse2012,6584
iparich,12448
apwilla,8238
sneakybird,17096
bnewall3,9092
LeRose,4376
mccarltone,14337
TroopScoop,7365
HagueBrook,3158
Viajero,7519
SmartyPints,6573
bonezx86,9151
Uberbastard,7440
fejlar027,11376
leeburg,13819
beerSexualizer,8594
bltzburgh,9051
CrossArmant,1897
EagleAg,2462
AlphaFireX5,337
cbn620,9653
Whitefolks305,7669
sgaloob,16788
03SVTCobra,2
jt9636,13255
mc98gg,14324
AlHam,280
PSUguru,5470
whatisbeer21,18471
Matteox3,4752
Quesadilla,5794
farfromstout,11330
Coutastic,1845
Jtschupp04,4023
Dogsgogrrrr,2260
vicg12,18291
ChoqlitStout,1707
PopsBrew,5708
sparty0n,17182
Bobzilla13,1151
pjohnston007,15795
hdf561,12049
chieftjc,9824
GLD,2841
PSUBrew,5468
Bluemoonlover,1120
eclipsehts,11071
beldav,8747
DArinello,1947
Octagonal,5339
igoristanimov,12363
BigBass,980
Fazulka,2670
revdrkevind,16187
CAOMarcos,1463
MaliciousBot225,4663
MeatHunter,4813
CupcakeNY,1927
bolus14,9143
mdquigley,14388
beerera4,8636
cincycats02,9900
Arsenal82,455
ningfan,15216
Rciwws,5894
mbatley,14306
M01,4558
Nature777,5178
Asher1982,460
joepav92580,13042
Sigurd,6487
damifino,10310
BCGabbo,527
LosRobots,4509
Ave,494
artdob,8280
VTCRAFTSALESREP,7482
Argion,430
nrmiller,15309
GaryT2,2886
bifrojm,8865
rambojr03,16045
ewlarson,11286
McGuire75,4791
TheMightyGwin,7130
Flippindiscs,2727
jlruthven84,12948
DrinkumsMcBooze,2368
huck1081,12265
cjveitch,9923
aniano,8197
sooperpaulie,17140
bigchiefbc,8880
gun1now,11955
BlitzkriegHop,1105
scia,16644
n0rmann,15026
hgrong,12106
lumberjerk,14015
psycle,15944
djbow,10689
JayMooch1,3788
MarioL66,4710
pisomojado8,15783
BillDon,1035
Soccerski54,6607
SkiBum88,6536
SMunroe,6211
kfoss99,13516
RyanOkonski,6153
Kevinator,4185
fatalbert23,11347
beershrine,8722
vanrun,18260
briandkne,9338
pubwiser,15954
tinyosborne,17892
loganmule,13941
swirldog,17514
victrola42,18296
edwardearl26,11104
DFHjunkie,1957
norseman,15272
water2wines,18396
Sippy,6505
SSJPhatMatt,6222
reknirdsuomynona,16168
WobblyPopps,7720
TheBigE5,7051
EternityofNight,2583
jmyers89,12993
Lakers805,4343
KaitouShiroi,4108
carterbt,9614
SuperBreeze,6828
Keene,4143
SACraig,6168
Metal4Breakfast,4839
charliedango,9758
BallAleDark,611
karlf,13376
casinojkh,9623
GloTownBrew,2961
iowaherkeye,12444
kxcdman,13719
FlounderDouglas,2733
hoploaf,12204
randal,16053
therover413,17798
TXTider,6933
grbennett,11862
MUHAWKRUNNER,4607
stacey14,17261
nitemarebrewer,15219
OKMadMonk,5317
deliriumtremens,10554
bigpoppacueball,8925
Diablerie,2195
GrumpyGas,3098
nsw,15321
dexcool707,10595
Irishdagger,3610
stinoski,17352
jejingo,12769
bigd123,8883
TheEnd0fSilence,7086
dmcbeerington,10728
Lsmith,4520
HurricaneMo,3460
IcemanYaw,3521
thscc1659,17846
Cognac1765,1793
mtbikeguru,14925
naturalnate44,15071
truckinbob,18069
beerbill,8607
MrSkyGuy,5053
dangruver,10331
dakeynr,10297
BuggerCheer,1420
Beerguru,859
Sorrow,6627
DonWalter,2273
6470zzy,99
krukster,13673
Trenton,7338
nikok24,15210
LegendaAcBn,4391
Elderbeerman,2508
OregonLightning,5402
nursetim,15334
JTAndres,3711
dwclarkson,11017
demo3210,10563
jasrbrd,12599
WolfKeeper,7722
rebelred,16125
mbradle3,14312
odietrying,15372
michfan23,14515
ChainsawStebus,1637
morseehj86,14815
CharlieLawyer,1655
dimhof78,10654
Maedhros,4640
willc11,18504
BrandonUB,1231
MtnBikingandBeer,5075
StyAndOrDem,6810
engineeringpunk,11200
mugoogio,14952
djlilj,10697
SlinkyBluefoot,6562
gatorsuf1,11625
circuitmonkey,9906
eoffdog000,11209
GatorBait,2893
Hallsey9,3167
CJStout,1492
alexatlatx,8065
assmandugle,8300
Murphious,5099
sleephowl,17011
IDrinkAllot,3469
DRjester,1995
kballer,13399
LoboLikesBeer,4477
mmatt1,14715
RogGobshire,6065
herefordjeep,12090
Dleonard,2229
rileykr,16251
rhomsy,16213
godsmoldingclay,11781
crazzyf10,10150
RMBoswell,5820
sloucho,17033
mtanji,14923
TheGoon,7094
RyanH,6151
jtpaperstacks,13272
Cidersurfer,1747
peanutSauce,15650
tsmthrs,18085
polyester,15857
mancide,14128
kevin62,13494
howsyournipples,12253
crackerpooch,10119
pressman57,15908
BigSteinsEmpire,1015
dfbvFBFBDFBDFbVb,10598
mummbearsfan,14958
ef88,11112
t00sl0w,17521
tgat,17680
channelzero0,9749
ocbears,15362
a4tuurbo,7839
santomark,16561
TypeSJess,7416
CrazyHorsePete,1876
Auroraboy,483
ajd912,7997
edgeofcenter,11089
bigluch1,8916
uncleozzy,18206
koolex11,13636
MrHadack,5032
TimPowell,7247
lynchtae,14035
IrishMan34,3604
microwavabledish,14525
650gs,100
masonl,14212
rickdiaz,16229
The1WineGuy,7030
alexpkoehler,8074
bizzlebrew,8981
commis,10044
GalenM,2867
prosit13,15920
UWagner,7438
jodmike2000,13010
UKBeerman,7429
drawbackwards,10859
rickyg,16236
misterhilleke,14629
foamfoot,11471
TheZakOne,7180
bturton,9430
Cagden,1529
IPAsippa,3502
bukowskiwasright,9455
BigBarley,979
TuffNut87,7389
MajesticKodiak,4657
dkwolf,10712
MuddyMo,5084
Rojopunk,6067
avw555,8362
Shinypoptart,6445
LightEnthusiast,4432
jngle24,13001
Spartan602,6649
nse239,15317
stevehagy,17334
imaregularjoe,12387
bascum99,8480
kobe9985,13624
Covert22,1846
rseidlitz,16418
WORT,7575
bobstockwell,9125
aaron,7848
Valmont,7494
kraigguffey,13655
carlspeed,9602
chrisweingart,9872
imnome,12395
ehlpitel,11122
Bavaria1516,675
Dinstbier,2210
SloMoSlovak,6563
MandTbeerwench,4684
blamoe,9027
AutumnBeerLove,489
johntp,13093
e036109,11036
Threelittlefish,7223
brewnic,9307
dcrubin,10486
seamonster,16723
centurian62,9704
spoiledguy44,17213
a061183,7835
guitarninja,11949
mbrooks,14316
DrummerDan,2372
skivers,16974
ManicD,4691
CanisFirebrand,1549
jozols,13158
Gedackt16,2903
nicholasofcusa,15168
oreilly,15474
ichigodisaster,12348
CBowser,1473
6993bc,103
bearcamp,8559
Klondike,4237
Duff10323,2392
BoucheGulp,1198
wbrown,18409
willbarrett,18503
staples,17275
KuroNekoSama,4290
NardiByNature,5165
KLAYNE87,4088
ahogue,7975
JoeFourstringer,3919
kevosbob,13507
tworollsbeatone,18135
gratedjuice,11854
Durchfall,2415
IHC,3471
JROCK8588,3704
Redsoxnation,5933
ShawnRock,6431
palphen,15545
uberkane,18163
duqmatt,10992
Kilonad,4205
vangambrel,18258
seancake,16725
Livelaughlovep,4466
LotusGt111,4513
BrewFanatics,1264
macphersonj,14056
Greencoat,3057
dinomite,10659
619BeerLuvr,98
carl,9598
rKunda,16016
gos42,11820
icepik,12343
LeffeHanded,4385
moose151,14794
blumonkey,9067
apmarkey,8229
Sorvahr,6628
vanagon169,18252
woodytele,18576
samiamaway,16539
aquilontendants,8244
suglis,17437
DDCMember,1953
Jerermy,3842
pauleyh,15594
OregonPaul,5403
mellowmoocow,14427
Meik,4821
pjenkins1,15794
teamhex,17621
pb342,15620
AbrahamRobert,208
HeavyCsOptician,3235
nobjon,15246
CreamAle128,1880
MihcaelBarb,4882
Direstraits,2216
grittlermoomoo,11903
ratm4484,16078
10bear,14
unkiedave,18217
Rammstein,5852
Snodog,6595
Ruaidhri,6107
scotttale316,16677
Sidedrummer,6475
pdonoho,15639
hseritt,12258
EJ6759,2439
TIMMYJ21,6898
DWilliams76,2008
stoutopia,17388
BourbonStreet,1205
lexicondevil,13862
Mauhyr,4769
SaucyJack,6289
AndrewMcLemore,378
pacman,15525
Hop2it,3342
RLaurel,5819
pilgrimskrew,15765
StAnthony,6688
EddieTheTrooper,2479
OutsidersAlmanac,5429
beorn7676,8797
MiloHoP,4919
Ultraman9000,7447
mrotstein,14887
CQuin,1506
PizzaQueen1,5659
MarkVegas,4719
acemathew,7892
timhoth,17871
mmopt,14728
balzern,8437
Mummygrabber,5092
ShinerStArnoldTX,6443
rwbmetz,16473
mattcomstock213,14245
FoamyMustache,2747
JHackney87,3669
whit,18480
creeperjones,10152
oldstyletom,15406
gfsufb,11696
scottie369,16674
EWWilson,2461
flatch1,11441
BLACKOUT0213,558
loozer789,13960
petemckenzie,15677
fugitiveinkblot,11554
jimcmiller2003,12868
marshmelt,14190
hopfiend666,12188
redneckfarmer,16141
paranoiajack,15558
zapb42,18767
StellaMan,6726
Brodirt,1353
pkington,15802
eCraig,11039
Atvar,476
axfelix,8377
LaymanReviews,4369
rlk1220,16289
Zeppelindude,7813
XCobra427X,7752
aksavi,8021
Partsdriver,5512
brownbottlehall,9379
neliam24,15119
adamboeckman,7902
digporter,10649
Bartrash,660
Tubesox,7381
44ouncer,81
xvoltronx,18670
TheLegendaryGary,7117
mattisloco,14261
Danmc200,2066
DanDaMan77,2043
jthor018,13262
JonnieC,3984
TheOtherBob,7138
Steelcurtain,6720
logicallypositiv,13943
mikegreen138,14557
sonofabeach,17137
BGP,542
imprezawrxsti,12401
chrishart74,9856
psycroptic,15946
mrpoizun,14890
AllAboutStout,326
Brewdog22,1283
SouthLoopSuds,6636
EmericaMoon,2531
Bigbadbudman,1021
Millerman,4916
larisonbrew,13771
scuppers,16706
PABSTMASTER,5437
grogshopMike,11908
Kamuimusackie,4116
dpeters,10837
domancr,10776
tbase,17583
davis66,10435
alexmpino,8073
bennorthenor,8782
highsam,12109
foggymountainman,11476
smellandsip37,17060
bluegrasscat,9058
rpowell,16406
ctbowman1980,10199
FriedGold2010,2791
barrenbane,8473
freemone233,11524
maxwellboh,14297
filthyphil,11405
Chiefoneeye,1690
GrayHam,3039
beerdiablo,8628
shoney,16864
iflygreen,12358
blatzmenstout,9029
TheKahuna,7108
bigchiefcoconuts,8881
NeedBeerNow,5189
foles75,11478
bedford,8579
Jimbo07,3885
Treath,7331
diezman,10643
burgerandbeer,9475
IJReilly,3475
hooverw1,12179
ale2theking,8044
Beast35,706
Jamesplarson,3756
PierceMyers,5632
mainlyale,14098
TylerBGoode,7413
CuDubh,1918
CorporateTool,1834
FarBeyondDriven,2648
Brewzzle,1322
sociallooter,17113
SteveGus,6735
holyfool22,12157
greggwllms,11888
somemaltandhay,17129
chillmunity,9829
ad5os,7899
douglasmoran,10827
ELN,2445
BagOHaZe,605
Borjas,1190
Ericworthing,2559
Aesop,251
LuskusDelph,4549
KraegerB,4263
NYMETSSS,5155
johnnybgood,13076
geoffrie,11670
garretthetzel,11610
raginghophead,16031
mendvicdog,14437
IHyphySF,3473
ritchieABV,16257
jtothamo,13271
corsendonkfan,10081
clareo,9937
Jayhawk,3796
iacollector,12313
butchy8,9495
Brewtus,1321
scootercrabb,16659
PoisonOakAdam,5680
WMD58,7572
HWPlainview,3151
LarrBear,4358
lakeviewmike,13749
TIP,6899
HuberFan,3446
auro0006,8345
Cawdog,1611
hutch312,12288
dylan137,11028
poopypine,15867
dave43,10402
aaronhanson,7852
mjsarch,14677
careforapint,9596
drbarnes,10860
FloridaDude,2731
misameow56,14617
boognish523,9158
redearth329,16133
CastAStone,1604
lokaen,13945
MrMatt,5045
cbilek06,9645
kenwick,13484
biscodoll,8969
Burninhell,1441
XicanoBeerRun,7755
goveia75,11828
csais75,10183
bbenvenuti,8511
stoutluvr420,17385
CrucialWax,1907
Cascade77,1590
brothercannon,9371
euroslvt,11265
Wyrdbrew,7751
adamwhite5,7917
vtjim,18344
cyberquog,10251
wowbanger,18586
Greenleaf,3061
snowranger05,17104
KatieCorwin,4130
rmasen,16298
nikosm,15211
evanburck,11268
heymikew,12100
EAlex,2435
RobJTejas,6037
pdangler,15635
Aardvarkman,193
Gr00veMerchant,3021
TigerFriend,7236
redstripe,16147
sleepingbear,17012
Sassafrassa,6284
bedwyr,8580
buphreshphil,9471
Karyyk,4125
Oggsrog,5343
lxCheshireCatxl,14033
sdsurfer217,16720
Hoptoss,3430
Palesmith,5493
noahfree,15244
DocBrass,2242
UNCCTDawg,7431
